id,text,language,hate_type,target_group,severity,confidence,source_dataset
3001,কয় হেই বাংলাদেশি না হেই আবার বাংলাদেশের নিমক খাইয়া হারামিপনা করে,bangla,4,-1,3,1.0,bengali_hate_v1
3002,শেষমেশ রাস্তাই পরে গণধোলাই খাইলি শালা ছোট লোকের বাচ্চা  ,bangla,4,-1,3,1.0,bengali_hate_v1
3003, আমাদের দেশে এমনি জনসংখা অনেক বেশি তাই আমরা চাইবো এসব মালাউন গুলোকে এদেশ থেকে বের করে দেওয়া হোক আর রোহিঙ্গা যেই মুসলমান নিরহ লোক গুলো আছে তাদের কে ওদের জাগায় বসদ করা হক কেননা আমরা চাইলেই ওদের মতো জানোয়ার হতে পারিনা মানুষকে মারতে পারিনা ,bangla,2,-1,1,1.0,bengali_hate_v1
3004,তুই খুনি তোমার ফাসি চায় জাতি ,bangla,4,-1,3,1.0,bengali_hate_v1
3005,স্বীকার করলেই কি আর অস্বীকার করলেই বা কি তোমাদের পাকিস্তানিদের মেরে তো হালুয়া টাইট করে দিচ্ছে বাংলাদেশি সিমান্ত রক্ষি হিজরাগুলার মত শুধু শুধু বেতন নেয় আর দাঁড়ায় দাঁড়ায় দেখে কিভাবে ভারতীয় সেনারা গুলি করে মারে শালারা মুখে বড় বড় ভুলি মারে কাজের নামে ঠনঠনাঠন,bangla,5,-1,3,1.0,bengali_hate_v1
3006,ভারতের চাইতে ইরানি মুভি শতগুন ভাল সামাজিক এবং আর্টিফিসিয়াল ,bangla,5,-1,1,1.0,bengali_hate_v1
3007,তুই কোন ভালো মানুষের বাচ্চা যে তুই অন্যের কাজ নিয়া সমালোচনা করিস ,bangla,4,-1,1,1.0,bengali_hate_v1
3008,কেন বিটিভিতে সিন্দাবাদ আলী বাবা চল্লিশ চোর সহ অনেক ভারতীয় কল্পো কাহিনী ভিত্তিক সিরিয়াল এবং ইংরেজী মুভি দ্যা ম্যাকগাইভার দ্যা এ টীম এক্স ফাইলসসহ একাধিক সিরিয়াল গুলো কি পূর্বে ডাবিং করে দেখানো হয় নি   নাকি সুলতান সুলায়মান মুসলিম ইতিহাস ভিত্তিক কাহিনী বলে এতো বিরোধীতা  আর,bangla,5,-1,2,1.0,bengali_hate_v1
3009,ভারতের মানচিত্র মাটির সাথে মিশিয়ে দাও,bangla,5,-1,1,1.0,bengali_hate_v1
3010,আসলে তোমরা নাস্তিক রা হলা সর্ব হারা  মরার সময়ই বুঝবি শালারা ,bangla,2,-1,3,1.0,bengali_hate_v1
3011, আল জাজিরা  যারা ই মে গনহত্যা বলে খবর করেছিলো  ভুয়া ভিডিও বানাইছিলো  যারা রাজাকারদের ফাসির খবরে সব সময় লিখেছে ইসলামিক লিডার  ,bangla,1,-1,1,1.0,bengali_hate_v1
3012,ভারতের উচিৎ পাকিস্তানের পায়ে ধরে ক্ষমা চাওয়া ,bangla,5,-1,1,1.0,bengali_hate_v1
3013,মেরুদণ্ড হীন জাতিসংঘ বা পৃথিবীর মোড়লরা কোথায়  ভারতে যাদের কে নির্যাতন করা হয় তারা সংখ্যালগু মুসলিম মায়ানমারে যাদের কে নিযার্তন করা হচ্ছে তারা সংখ্যালগুমুসলিম অথচ সারা বিশ্ব আজ তাদের বিবেক কে আলমারিতে তুলে রেখেছে  বিশ্বের কোন দেশ বলেনা ওদের মারিস না ওরা মানুষ ওদের ও মানুষের মত বাচার অধিকার আছে  মায়ানমার ওদের জম্মভূমি ওরা মায়ানমারের নাগরিক ওখানে ভালো ভাবে বেচে থাকা তাদের জম্মগত অধিকার  কিন্তু শুধুমাত্র মুসলিম হওয়ায় আজ মেরুদণ্ডহীন জাতিসংঘ বাংলাদেশে তাদের পাঠিয়ে দিতে মায়ানমার কে সহযোগিতা,bangla,5,-1,1,1.0,bengali_hate_v1
3014,হালার রেন্ডিয়া পাকিস্তান থেকে মার খায় আর বাংলাদেশে উদ্বেগ জানায় আসলে মালুদের লজ্জা শরম বলতে কিচ্ছু নাই গরুর মুত খাইতো আর কত,bangla,5,-1,1,1.0,bengali_hate_v1
3015,আর এতোদিন যারা ভারতবর্ষে শাসন করছিলেন তারা সবাই ক্ষমতা ও দুরনিতী করে কালো টাকার পাহাড় করেছে আজ এরাই যখন বিপদে পরেছে সত্যর ও কঠিন বাস্তবতারা সামনে তখন এই অমানুষ গুলি বেচে নিয়েছে হত দরিদ্র মানুষদের,bangla,5,-1,1,1.0,bengali_hate_v1
3016,আর ভারত টা ছাড়লেই তোরা সব শেষ  ,bangla,5,-1,1,1.0,bengali_hate_v1
3017, কখন জানি হাসিনা বলে এর জন্য জামায়াত শিবির দায়ী   ,bangla,1,-1,1,1.0,bengali_hate_v1
3018, তোদের জন্য চিন বাঁশ রেডি করতাছে সময় মত তোদের পুটকির ভিতর ঢোকিয়ে দিবে শালা মালাউনের বাচ্চারা  ,bangla,2,-1,3,1.0,bengali_hate_v1
3019, হায় রে এই জংগী নেত্রী খালেদা তার শাসন আমলে আওয়ামী লীগের এই নিরপেক্ষর সরকার গঠনের দাবি করলে তাইনে বলেছিল এই দেশে পাগল ও শিশু ছারা কেহই নিরপক্ষ নয় মনে পরলো একটি প্রবাদ পরের জন্য গর্ত করলে সেই গর্তে নিজেকে পরতে হয় আর সবচেয়ে বর কথা হলো বর্তমান বাংলাদেশের জন্য জন নেত্রী যে প্রজ্ঞা ও মেধা খাটিয়ে দেশ কে সকল সুচকে বিশ্ব দরবারে আজ রোল মোডেল হিসাবে দারাতে তাঁর নিরন্তন চেষ্টা অব্যাহত আছে যা সালে এই দেশকে একটি শক্তিশালী দেশ গরতে এই সময় বি এন পি জামাত শিবিরের নির্বাচন হউক আর আদর করে গদিতে বসালে জাত ,bangla,1,-1,2,1.0,bengali_hate_v1
3020,ভারত পাকিস্তান পরমানু যুদ্ধ হলে এশিয়া মহাদেশের এক বিরাট অংশ নিয়ে মানুষের কোনো অস্তিত্ব থাকবে না,bangla,5,-1,1,1.0,bengali_hate_v1
3021,এই খানকিরে দেখলে বমি আসে  ,bangla,3,-1,3,1.0,bengali_hate_v1
3022,তোমাদের দলের রাজাকার গুলো আগে বের করো তারপর অন্য কিছু,bangla,1,-1,1,1.0,bengali_hate_v1
3023, কুতার বচ্চাকে ফাসি দেওয়া অচিত ,bangla,4,-1,1,1.0,bengali_hate_v1
3024,আর ভারতে কয়টা থাকবে এটা জানেন,bangla,5,-1,1,1.0,bengali_hate_v1
3025,দেশের খবর বাদ দিয়া শুধু রেন্ডিয়ার খবর চোদাও কেন  হারামীর বাচ্চারা,bangla,5,-1,3,1.0,bengali_hate_v1
3026,ভারত মুসলমাদের উপর জুলুম অত্যাচার করছ  উল্টা মিথ্যা অপবাদ দেছ  অহংকারেই একদিন পতন হবে ভারতের   ,bangla,5,-1,1,1.0,bengali_hate_v1
3027,এমন দুঃখ প্রকাশ নিয়ে দুঃখ হয়  ভারতে যারা মারা যায় তারা মানুষ আর মিয়ানমারে যারা মারা যায় তারা শুধু মুসলমান,bangla,5,-1,1,1.0,bengali_hate_v1
3028,পাকিস্তান ভারত সিমান্তে শান্তি চায় বাংলাদেশ,bangla,5,-1,1,1.0,bengali_hate_v1
3029, সেই এই বড় একটা মাদারচুড একটা রাজাকার যে মিনিটেই কথা বদলাাই  ,bangla,1,-1,1,1.0,bengali_hate_v1
3030,আমাদের বাংলাদেশের মহান মুক্তিযুদ্ধের সময় সংকট কালে ভারত আমাদেরকে আশ্রয় দিয়ে সাহায্য করেছিল তাই এখন অন্ততঃ মানবিক দিক থেকে বিবেচনা করে রোহিংগাদেরকে এখন আমাদের আশ্রয় দেয়া উচিৎ ,bangla,5,-1,1,1.0,bengali_hate_v1
3031,আমার কাছে কথা একটা ওতো কথা বুঝিনা তোমার ভারতকে পাঠাও দেখা যাক কি হয়,bangla,5,-1,1,1.0,bengali_hate_v1
3032,ভারতের নাটকে দোষ নেই যত দোষ সুলতান সুলেমান  ,bangla,5,-1,1,1.0,bengali_hate_v1
3033,তুই একটা খানকিমাগী পতিতা ,bangla,3,-1,3,1.0,bengali_hate_v1
3034,অটো চালালেও ঐ খানকির পোলাদের মত খোলা জায়গায় পায়খানা করে পরিবেশ নস্ট করতেছে না,bangla,3,-1,3,1.0,bengali_hate_v1
3035, আ লীগ নেতাদের বিরুদ্ধে উসকানির অভিযোগ সম্পর্কে জানতে চাইলে জেলা আওয়ামী লীগের সাধারণ সম্পাদক আল মামুন সরকার বলেন উসকানি থাকাটা অস্বাভাবিক নয়  কারণ ঘটনার উৎপত্তিস্থল হরিপুর  যে রসরাজ দাসের ফেসবুক থেকে কাবা শরিফ অবমাননার কথা বলা হচ্ছে সে পেশায় একজন জেলে এবং হরিপুর মৎস্যজীবী সমিতির সাধারণ সম্পাদক  ওই সংগঠনের সভাপতি হলেন সালের রাজাকার তাইজুদ্দিন এর ছেলে ফারুক মিয়া  ফারুক আবার ইউনিয়ন আওয়ামী লীগের সভাপতি  ফেসবুকে ঘটনার পর রসরাজকে ফারুক বেধড়ক পিটিয়ে পুলিশের কাছে সোপর্দ করে  ,bangla,1,-1,1,1.0,bengali_hate_v1
3036,মুসলমান ভাইরা গালাগালি না করে যুক্তি দিয়ে আমার প্রশ্নগুলোর উত্তর দিয়েন  মায়ানমারে মুসলমান খ্রিস্টান হিন্দু আছে  অথচ বৌদ্ধরা আর কাউকে মারেনা খালি মুসলমানদের মারে  ভারতে মুসলমান শিখ জৈন সহ অন্যান্য ধর্ম আছে  অথচ হিন্দুরা আর কাউকে মারেনা খালি মুসলমানদের মারে  চিনে নাস্তিক অন্যান্য ধর্ম মুসলমান আছে  অথচ সবাই মিলে মুসলমান মারে  ইউরোপ আমেরিকায় সংখ্যাঘরিষ্ট খ্রিস্টান থাকার পরও প্রচুর অন্যান্য ধর্মের মানুষও বাস করে  কিন্তু খ্রিস্টানরা আর কাউকে মারেনা খালি মুসল,bangla,5,-1,1,1.0,bengali_hate_v1
3037,এত বাজে অভিনয় আর বাজে বিষয় নিয়ে কেন যে বঙ্গবিডি কাজ করতে দেয়,bangla,4,-1,1,1.0,bengali_hate_v1
3038,কিরনমালা সিরিয়াল শেষ হয়ছে হউক তবে কিরনের চাইতে আর ধামাক্কা সিরিয়াল তৈরী করবে ভারতীয়রা  বর্তমান দেশে কলকাতা বাংলার যতগুলা নাটক আছে সব চমক প্রদক আবার শান্তির সোনারসংসার সহজে ভাঙ্গার মারাত্বাক টিপস সংগ্রহ করা যায় এদিকে আমাদের বাংলাদেশের শিক্ষার মান এমনেতেই অনেক কারনে পিছিয়ে আছে তার উপরে দড়ির টান লেগেই আছে সাষ্টার জলসার হ্নদয় বিদারুক কাহিনী লাগাইছে টা টা পর্যন্ত এই সময় সকল ছাএ ছাত্রিরীদের পড়া লেখার মুল্যবান সময়  না দেখলেই না চলে এমন একটা ছাত্রি বলতে পারবে আমার না দেখে চলে প্রতিটি স্কুলে সাষ্টার,bangla,5,-1,1,1.0,bengali_hate_v1
3039,মাহি একটা মাগির চুদা   ,bangla,3,-1,3,1.0,bengali_hate_v1
3040,উগ্র বিজেপি নেতা ভারতের প্রতিরক্ষামন্ত্রী,bangla,5,-1,1,1.0,bengali_hate_v1
3041,আরিফ হাসান মুসলিমদের থেকে হিন্দুদের দেশপ্রেম অনেক বেশি ব্রিটিশ শাসনামল থেকে বর্তমান পর্যন্ত যেভাবে তোমরা হিন্দুদের উপর নির্যাতন কর তাহলে এদেশে থাকবে কেন তোমরা হিন্দুদের ভারতিয় এজেন্ট মনে কর এদেশের নাগরিকই মনে করনা তাহলে ভারতের লোক ভারতে টাকা পাচার করছে তাতে তোমার লাগে কেন তুমি এদেশে বসে পাকির সৌদি ইরান ইন্দোনেশিয়ার গুনগান কেন কর বাংলাদেশের কয়টা হিন্দু ভারতে টাকা পাঠায় তাহলে তোরাই হলি সবচেয়ে বড় দেশদ্রোহী  খোজ নিয়ে দেখ আমেরিকা ইউরোপে কাদের সংখ্যা বেশি এত দেশপ্রেমিক তো অন্যদেশে থাকিস কেন  আমি আম,bangla,5,-1,1,1.0,bengali_hate_v1
3042, এবং জামাত শিবির কে নিয়ে সম্মেলন করুক পাকিস্তান   ,bangla,1,-1,1,1.0,bengali_hate_v1
3043,হাইরে আমার দেস মাতা আপনাকে সালাম আপনি ভারতে দুরঘনায় সোক পালোন করচেন আর মুসলিম মেরে ফেলচে আপনার কোনো বানি নেই আপনি ওতো এক জোন মুসলিম,bangla,5,-1,3,1.0,bengali_hate_v1
3044,এই দেশ পাকিস্তান হলে ভারতের সাহস হতনা,bangla,5,-1,1,1.0,bengali_hate_v1
3045, বাংলাদেশের গেইট খুলতে বলেন মালাউন দের কিছু বলে না  ,bangla,2,-1,1,1.0,bengali_hate_v1
3046,ভারত আমাদের দেশের অনেক শত্রু শত্রু শত্রু আমার মনে হয় ,bangla,5,-1,1,1.0,bengali_hate_v1
3047,মায়ানমার বাংলাদেশের সাথে দন্দে ঝরাতে চায় মায়ানমারকে ঘৃণা করি | ,bangla,5,-1,2,1.0,bengali_hate_v1
3048,মাদার চুদ  ১৯৭১ সালে খানকির পুলারা ৩০ লক্ষ  মানুষের প্রাণ গেছে তদের জন্য  কুত্তার বাচ্ছা ,bangla,3,-1,3,1.0,bengali_hate_v1
3049,তোরমারে চুদি খানকির পোলা এগুলি কিদেচ,bangla,3,-1,3,1.0,bengali_hate_v1
3050,মায়ানমারে মুসলিম মেরে শেস করে ফেলল তার কোন খবর নাই ভারতে ট্রেন দুর্ঘটনায় হিন্দু মরেছে কিনা তা নিয়ে সরকারের মাথা বেথা হাসাইলি মুরে,bangla,5,-1,1,1.0,bengali_hate_v1
3051, শেষ পযন্ত মালাউনদের মেয়ে দের বিয়ে করল সাকিব খান ছি ছি ,bangla,2,-1,1,1.0,bengali_hate_v1
3052,মাগি গুলা কইথেকে যে আসে আমি চিন্তা করে পাইনা,bangla,3,-1,3,1.0,bengali_hate_v1
3053,ভারতীয় সেনাছাউনীগুলো কি খুবই অরক্ষিত নাকি তারা সঠিক ভাবে দায়িত্ব পালন না করে সবাই এড়িয়ে যাচ্ছে ,bangla,5,-1,1,1.0,bengali_hate_v1
3054,এন জি ও বন্ধ করতে পার পিস টিভি বন্ধ করতে পারো কিন্ত সত্যকে লুকাতে পারবেনা  সত্য প্রকাশিত হবেই সত্য প্রচার ইসলাম প্রচার ও প্রসার অমুসলিমদের সাগ্রহে ইসলাম গ্রহণ মালুরা হিংসায় পুড়ে বিনা অপরাধে পিস টিভি ও আই আর এফ এর উপর নিষেধাজ্ঞা জারি করল মুসলিম বিদ্বেষী বক্তব্যের জন্য ডোনাল্ড ট্রাম্প কে সমর্থন ও বিনা কারনে বন্ধ করায় আজকে মনে প্রাণে বিশ্বাস করি মালাউন কা বাচ্চা কাভি নাহি আচ্ছা,bangla,2,-1,1,1.0,bengali_hate_v1
3055,ভারত আমাদের বন্ধু কিন্তু আপসোস টা এখানে থেকেই যায় যুদ্ধ শেষে কোটি টাকার অস্ত্র সরঞ্জাম লুট করেছিলো ভারতীয় সেনাবাহিনী  অমৃতবাজার দৈনিক মে ভারত আমাদের বন্ধু  মুক্তিযুদ্ধে সাহায্য করেছে  সালের চুক্তি সত্বেও ভারত তিন বিঘা করিডোর হস্তান্তর করেনি বাংলাদেশকে ভারত আমাদের বন্ধু  মুক্তিযুদ্ধে সাহায্য করেছে  ভাই থেকে বাংলাদেশকে পানির নায্য হিস্যা দেয়নি পদ্মা শুকিয়ে আজ বাথরুমের টাংকি বছরে কোটি টাকার ফসল উৎপাদন বন্ধ ভারত আমাদের বন্ধু  মুক্তিযুদ,bangla,5,-1,1,1.0,bengali_hate_v1
3056,পৃথিবীতে যত ধর্ষণ হয় তার 85% ধর্ষণ করে মুসলিম পুরুষরা  ,bangla,2,-1,3,1.0,bengali_hate_v1
3057,তোর চারা গাছের মায়েরে চুদি সুন্দরবনের পাশ ভোদার বিদুৎ নিয়ে দুরে সর মাগী ভারতের দালাল ,bangla,5,-1,1,1.0,bengali_hate_v1
3058,মাগি ছাগলের ডিম ডুকাইয়া দিমু ,bangla,3,-1,3,1.0,bengali_hate_v1
3059,আমি বলবো তাদেরকে বাংলাদেশে আসতে দেওয়া উচিত  কারণ বাংলাদেকে মনে রাখতে হবে ভারত যদি সালে তাদের বাংলাদেশিদেরপ্রবেশ করতে না দিত তাহলে তাদের কি অবস্থা হতো ,bangla,5,-1,1,1.0,bengali_hate_v1
3060,এই বালপাকনা মাগী রে নিয়া আজকের এপিসোড টা বরবাদ করলেন ,bangla,4,-1,1,1.0,bengali_hate_v1
3061,মুসলমান হল খালি কলসি আর খালি কলসি বাজে বেশি  এর আর পাকিস্তান হল নাম্বার  কাংলাদেশি তোদের সব মুসলমান দেশ গুলোকে ভারত চুদবে একাই,bangla,5,-1,1,1.0,bengali_hate_v1
3062,বাংলাদেশে অনেক রুচিশীল নাটোক টেলিফ্লিম আছে যেগুলো সবাই দেখে এখন যুক্ত হইছে কিছু ভারতিও চ্যানেল যা বাংলার মেয়েদের মাথা খারাপ করেছে ,bangla,5,-1,2,1.0,bengali_hate_v1
3063,খানকির পুলা ভিক্ষারির জাত হলি তোর আমাদের কাছ থেকে বেরুবাড়ি ভিক্ষা চেয়ে নিছস আর হে মাননীয় প্রধানমন্তী শেখ হাসিনার জন্য তোরাও বাইচ্চা গেছস  আর হে তর নেহেরু বাবা হলো বড় ভিক্ষুক খানকির পুলা তার বউরে রেডক্লিফ চুদতে দিয়া আমগো কাছ থাইকা পশ্চিমবঙ্গ আলাদা করছো সুতরাং আসল ভিক্ষুক হলি তারা রেন্ডিয়ানর,bangla,3,-1,3,1.0,bengali_hate_v1
3064,যারা জামায়াত করে তারা সবাই রাজাকার কি অদ্ভুত ব্যাপার ,bangla,1,-1,1,1.0,bengali_hate_v1
3065, সুচি কুকুরের বাচ্চা কে ফাসি দেওয়া হোক ,bangla,4,-1,1,1.0,bengali_hate_v1
3066,খানকির পোলা বেশি বকিস না,bangla,3,-1,3,1.0,bengali_hate_v1
3067,এই কাংকির ছেলে রাজাকার সবাই তো কুত্তালীগ করে এই কথা তুই জানিস না,bangla,1,-1,3,1.0,bengali_hate_v1
3068,শালা নুচ্ছামির আর জায়গা পাস না  ,bangla,4,-1,3,1.0,bengali_hate_v1
3069,তোর মায়ের আর তো এক সাথে গুদ মারবো খানকি ,bangla,3,-1,3,1.0,bengali_hate_v1
3070,দেখেন বাংলাদেশের বন্ধু বলে কি তারপরও অাওয়ামিলীগ ভারতের পা চাটবেই ,bangla,5,-1,1,1.0,bengali_hate_v1
3071,মাগি তকে আর ভালো  কি করবে ,bangla,3,-1,3,1.0,bengali_hate_v1
3072,ভারত হল দুনিয়ার সবচেয়ে বাজে  বেজন্মা দেশ  ,bangla,5,-1,1,1.0,bengali_hate_v1
3073,বুকের দুই পাশে দুই টুকরো ছিড়ে ফেললে আরও সুন্দর ও সেক্সি লাগত  ,bangla,4,-1,1,1.0,bengali_hate_v1
3074,ভারতীয়টাকে গুলি করে মেরে ফেলা উচিত কারন ওরা বাংলাদেশী কাউকে পেলেই মেরে ফেলে ওদেরকে পেলেও মেরে ফেলা উচিত ,bangla,5,-1,3,1.0,bengali_hate_v1
3075, ওই পুলিশ মনে হয় শিবির জামাত এর কর্মী সে যদি নিজে কর্মী নাও হয় তবে তার এলাকার কেউ জামাত করে  ভাব মুর্তি অর্জনে এভাবেই কাজ করতে হবে  কি বলেন সবাই  ,bangla,1,-1,1,1.0,bengali_hate_v1
3076,মাদক আর মাগি দেশ টা কে নষ্ট করে দিল   ,bangla,3,-1,3,1.0,bengali_hate_v1
3077,আরে মিয়া ভাই মুখটা অন্তত সাবান বা ফেস ওয়াশ দিয়ে ধুয়ে আস ,bangla,4,-1,1,1.0,bengali_hate_v1
3078,রামপাল বিদ্যুত কেন্দ্র ভারতের জনগন ই তাদের দেশে করতে দেয় নি পরে বাংলাদেশে করা হচ্ছে,bangla,5,-1,1,1.0,bengali_hate_v1
3079,শালা তুই সালমান রিদিয়া আসিফ সব পাকনা পাকনা পুলাপাইন ,bangla,4,-1,3,1.0,bengali_hate_v1
3080,সাবমেরিন এনেছি তাতে ভারতের কি আমাদের যা ইচছা নিব তাতে ভারতের কি,bangla,5,-1,1,1.0,bengali_hate_v1
3081,লোব দেখিয়ে কি হবে আগে লম্পটের ফাসি দিন,bangla,4,-1,1,1.0,bengali_hate_v1
3082,ভারত আমাদের দেশের শরণার্থীর চাপ সামলাতে না পেরে এ পাকিস্তানের বিরুদ্ধে বাংলাদেশের সমর্থনে যুদ্ধ ঘোষনা করেছিল তাহলে একই সুত্রে বড় কোন দেশের সাহায্য নিয়ে আমরা কেন পারিনা মায়ানমারের বিরুদ্ধে যুদ্ধে যেতে যদিও যুদ্ধ বললেই যুদ্ধ নয় তবুও তাদের বিরুদ্ধে যাওয়ার মত একটা কিছু করা একদম ফরজ হয়ে গেছে,bangla,5,-1,1,1.0,bengali_hate_v1
3083,রোহিংগার জাত লাথি মারেন তাই না  সালে ভারত যদি আপনার বাপ দাদাকে লাথি মারত তাহলে আজ আপনি এই কমেন্ট টা করতে পারতেন না বুঝলেন ,bangla,5,-1,1,1.0,bengali_hate_v1
3084,মুখে তো গালাগালি ছাড়া কিছু ই নেই  আমার কমেন্টস টা আর একবার পড়্  বাংলাদেশ কে তো মানিস্ না জাতীয় সংগীত করিস্ না  আর লেখাপড়া তো বাংলাদেশ শিক্ষা ব্যবস্থা য় করিস্ নি  রাজাকার কোথাকার  ,bangla,1,-1,1,1.0,bengali_hate_v1
3085,আমার দেশের কত মানুষ দিনে তিন বেলা দুমুঠো ভাত ঠিক মতো খেতে পায় না   আর কি দরদ সরকারের ভারতের চন্ডালদের জন্য   একাত্তরের যুদ্ধে ভারত তাদের নিজ স্বার্থের জন্যই বাংলাদেশকে সাহায্য করেছিল  ,bangla,5,-1,1,1.0,bengali_hate_v1
3086,এতা নতুন কি কথা ভারত তো আগে থেকেই চোর চুরি গিরি না করলে তো ওদের ভিক্ষা করে খেতে হবে ,bangla,5,-1,2,1.0,bengali_hate_v1
3087,এই মাগির ফুন্দে মরিছ দেও এবং কুফিয়ে মারো ,bangla,3,-1,3,1.0,bengali_hate_v1
3088,এখন তর চেহেরা ফেরাঊনের মত হয়ে যাচ্ছে  নাস্তিকের বাচ্চা নাস্তিক,bangla,2,-1,1,1.0,bengali_hate_v1
3089,বিচারক শালির বেটি মনে হয় ইচ্ছে এর বাংলা জানে না ,bangla,4,-1,1,1.0,bengali_hate_v1
3090,ভারত যুদ্ধবাজ নয় শান্তিবাজ আর সীমান্তে বাংলাদেশীদের হত্যা করা তাদের নৈতিক দায়িত্ব ,bangla,5,-1,1,1.0,bengali_hate_v1
3091,সালা রেন্ডিয়ানস গো ব্যাক এন্ড ওয়েল উয়র ওন মেশিন  পাকি কা যে মারা দিচ্ছে সেটাই সামলা  দাদগীরি মারান লাগব না সালারা পেটে ক্রিমি হয় আমার দেশের উন্নয়ের কথা শুনলে ,bangla,5,-1,1,1.0,bengali_hate_v1
3092,কি যে আউল ফাউল ইংলিশ বলিস তোরা বাংলাটাই আগে ঠিক মতো বলা শিখ হারামজাদা,bangla,4,-1,1,1.0,bengali_hate_v1
3093, শালার পুতেরা মুসলমান কে বলে জংলী  তোর বাপ মালাউনের বাচ্চা মরলে জংলী বলছ কেন    ,bangla,2,-1,3,1.0,bengali_hate_v1
3094,লুচ্চা ধর্ষক শিশুকামী মুহম্মদের সাথে রবীন্দ্রনাথের অনেক মিল আছে ,bangla,2,-1,1,1.0,bengali_hate_v1
3095,তোদের মত খানকির জন্য সমাজ টা শেষ ,bangla,3,-1,3,1.0,bengali_hate_v1
3096, সাব্বাস দেশ নেএী বেগম খালেদা জিয়া আপনার ভয়ে তারা কত কিছু করছে কোন লাভ না  আল্লাহ আপনাকে বাচাবে ইনশাল্লাহ  ,bangla,4,-1,1,1.0,bengali_hate_v1
3097,ভুল না ভারত হেরে গিয়েছিল কারন তখন ভারতের কাছে প্লেট গান ছিল না এটা ভারতের তথ্য মতে জানা তে আছে ভারতের শিকারউকতি,bangla,5,-1,1,1.0,bengali_hate_v1
3098, রেন্ডিয়ার মালাউনদের বেশী করে হত্যা করা উচিত  ,bangla,5,-1,1,1.0,bengali_hate_v1
3099,এই রামছাগল টা ভারতের ঘাড়ে চেপে বসেছে এখন ভারত ইতিহাসের উল্টো দিকে হাটবে এটাই স্বাভাবিক   ,bangla,5,-1,1,1.0,bengali_hate_v1
3100,হলো ভারতের ভিখারিদের চামচা   বলদটাকে চামচামি করার জন্য পাঠাইছে ভিখারিরা  ,bangla,5,-1,1,1.0,bengali_hate_v1
3101, ধুর শালা মালাউনের বাচ্চা মাদারচুদের বাচ্চা  ,bangla,2,-1,3,1.0,bengali_hate_v1
3102,সঠিক সিদ্ধান্ত  আমাদেরও উচিত ভারতের থেকে আমদানি বন্ধ করা  টাকা আছে যেকোন দেশ থেকে কিনে খাওয়া যাবে  রেন্ডীদের অনেক দয়া দেখিয়েছি  না হলে যেভাবে কৃষক আত্মহত্যা করে এতদিনে কৃষক ওদের দেশে বিরল প্রজাতিতে পরিণত হতো ,bangla,5,-1,3,1.0,bengali_hate_v1
3103, মালাউনের বাচচা অরে জুতা মার ,bangla,2,-1,1,1.0,bengali_hate_v1
3104,মাইর গুলা কেমন লাগলো  বাশ এর বাড়ী ,bangla,4,-1,1,1.0,bengali_hate_v1
3105,পাকিস্তানের হুমকি পেয়ে ভারত বুঝি ভয় পেয়ে ঈদুরের গর্ত খুজছে,bangla,5,-1,1,1.0,bengali_hate_v1
3106,মাহী চৌ বাস্ট্রার্ড  ইন্ডিয়ান সৌর হাসিনার দালাল ,bangla,1,-1,1,1.0,bengali_hate_v1
3107,ভারতের তৈরি তেজোস যুদ্ধবিমান বিমান আর বেশি বেশি যুদ্ধমহরা করা ,bangla,5,-1,1,1.0,bengali_hate_v1
3108,মুখ সামলিয়ে কথা বল মালাউনের বাচ্ছা,bangla,2,-1,1,1.0,bengali_hate_v1
3109,মুস্লিমগুলা হলো শুয়োরের বাচ্চা,bangla,2,-1,1,1.0,bengali_hate_v1
3110,ইউটিউব এ একাউন্ট খুলছোস  ভালো কিছু বানা যাতে মানুষ দেখে,bangla,4,-1,1,1.0,bengali_hate_v1
3111, রাজাকার দল এই পবিত্র স্তানে উপযুক্ত নয়  ,bangla,1,-1,1,1.0,bengali_hate_v1
3112,দেশের জনগণের কাছে তাদের গ্রহণযোগ্যতা নেই  জনগণের সঙ্গে কোনো সম্পৃক্ততা নেই   ,bangla,1,-1,1,1.0,bengali_hate_v1
3113, হায়রে বাংলাদেশ অপরাধী পালিয়ে যায় আর নিরঅপরাধকে ধরে ফাসি দিয়ে দাও পুরাই সারকাছ চলতেছে ,bangla,4,-1,1,1.0,bengali_hate_v1
3114,ভারত ম্যাচ জাতার জন্য সব করতে পারে দুর্বল দল হলে চুরি শক্তিশালী দল হলে ভন্ডামি পূজা  ,bangla,5,-1,1,1.0,bengali_hate_v1
3115,গাড়িতে চলাফেরা করেনা   ভারতের কোন মন্ত্রী,bangla,5,-1,1,1.0,bengali_hate_v1
3116,ভারত আছে শুধু শুধু ফ্রি ট্রানজিট ফ্রি বন্দর সুবিধা ফ্রি ব্যান্ডউইথ নিতে  বিপদের বন্ধু চীন পাশে দাঁড়িয়েছে  ধন্যবাদ শি জিং পিং ও শেখ হাসিনা ,bangla,5,-1,1,1.0,bengali_hate_v1
